"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/FPS_Game/Particles/Materials/M_spark_subUV.M_spark_subUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","72","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_SmokeBall.M_SmokeBall","0","0","36","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_Impact_Ripple.M_Impact_Ripple","0","0","55","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_muzzle_flash_subUV.M_muzzle_flash_subUV","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_Lensflare_01.M_Lensflare_01","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_LensFlare_02.M_LensFlare_02","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_explosion_subUV_Blue.M_explosion_subUV_Blue","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_explosion_SubUV_NoOpacity.M_explosion_SubUV_NoOpacity","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_WP_ShockRifle_Ring.M_WP_ShockRifle_Ring","0","0","36","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_Electrical.M_Electrical","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_WP_ShockRifle_Panning_Beam.M_WP_ShockRifle_Panning_Beam","0","0","18","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","96","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_WP_LinkGun_MF_3_new.M_WP_LinkGun_MF_3_new","0","0","36","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_ImpactSmoke.M_ImpactSmoke","0","0","96","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","33","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Decal_Bullet_Impact_WithNormal.Decal_Bullet_Impact_WithNormal","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Decal_Bullet_Impact.Decal_Bullet_Impact","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_BulletShell.M_BulletShell","0","0","28","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_impact_splash_subUV.M_impact_splash_subUV","0","0","89","1","0.000000","0","0"
"/Game/FPS_Game/Character/TPP/UE4_Mannequin/Materials/M_UE4_Female_Body.M_UE4_Female_Body","0","0","28","1","0.000000","0","0"
"/Game/FPS_Game/Blueprints/Bonus/Water/Materials/PP_M_UnderWater.PP_M_UnderWater","0","0","6","1","0.000000","0","0"
"/Game/FPS_Game/Blueprints/Bonus/Water/Materials/M_Water_01.M_Water_01","0","0","61","1","0.000000","0","0"
"/Game/FPS_Game/Blueprints/Bonus/Water/Materials/Decal_M_Caustics.Decal_M_Caustics","0","0","29","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_WP_Linkgun_Connection.M_WP_Linkgun_Connection","0","0","27","1","0.000000","0","0"
"/Game/FPS_Game/Blueprints/Bonus/AI/Other/SM_Barrel/M_Barrel.M_Barrel","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_SoftGradient_Muzzle.M_SoftGradient_Muzzle","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","36","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_raindrop_splash.M_raindrop_splash","0","0","33","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_raindrop.M_raindrop","0","0","33","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_Particle_Ribbon.M_Particle_Ribbon","0","0","18","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_MuzzleGlow.M_MuzzleGlow","0","0","36","1","0.000000","0","0"
"/Game/FPS_Game/Materials/PostProcessBlackOutlineShader/PP_M_OutlineShader.PP_M_OutlineShader","0","0","6","1","0.000000","0","0"
"/Game/FPS_Game/Materials/M_Glass.M_Glass","0","0","65","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","0","23","1","0.000000","0","0"
"/Game/FPS_Game/Materials/M_Deep_Purple.M_Deep_Purple","0","0","37","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/FPS_Game/Weapons/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","60","1","0.000000","0","0"
"/Game/FPS_Game/Character/TPP/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","120","2","0.000000","0","0"
"/Game/FPS_Game/Character/FPP/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","60","1","0.000000","0","0"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","0","120","2","0.000000","0","0"
"/Game/FPS_Game/Materials/M_PC_Shadow_Mat.M_PC_Shadow_Mat","0","0","9","1","0.000000","0","0"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","96","3","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","92","4","0.000000","0","0"
"/Game/FPS_Game/Materials/M_BrickWall.M_BrickWall","0","0","23","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","28","2","0.000000","0","0"
"/Game/FPS_Game/Materials/M_Grid.M_Grid","0","0","37","1","0.000000","0","0"
