"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","72","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_muzzle_flash_subUV.M_muzzle_flash_subUV","0","27","1","1","34.806431","0","221"
"/Game/FPS_Game/Particles/Materials/M_Lensflare_01.M_Lensflare_01","0","27","1","1","42.059341","0","243"
"/Game/FPS_Game/Particles/Materials/M_LensFlare_02.M_LensFlare_02","0","27","1","1","45.615913","0","237"
"/Game/FPS_Game/Particles/Materials/M_explosion_subUV_Blue.M_explosion_subUV_Blue","0","27","1","1","50.154839","0","158"
"/Game/FPS_Game/Particles/Materials/M_explosion_SubUV_NoOpacity.M_explosion_SubUV_NoOpacity","0","27","1","1","54.264679","0","230"
"/Game/FPS_Game/Particles/Materials/M_WP_ShockRifle_Ring.M_WP_ShockRifle_Ring","0","36","1","1","70.916016","0","347"
"/Game/FPS_Game/Particles/Materials/M_Electrical.M_Electrical","0","27","1","1","58.805786","0","149"
"/Game/FPS_Game/Particles/Materials/M_WP_ShockRifle_Panning_Beam.M_WP_ShockRifle_Panning_Beam","0","18","1","1","43.934105","0","89"
"/Game/FPS_Game/Particles/Materials/M_WP_LinkGun_MF_3_new.M_WP_LinkGun_MF_3_new","0","36","1","1","132.189117","0","287"
"/Game/FPS_Game/Particles/Materials/M_ImpactSmoke.M_ImpactSmoke","0","96","1","1","309.109253","0","1580"
"/Game/FPS_Game/Particles/Decal_Bullet_Impact_WithNormal.Decal_Bullet_Impact_WithNormal","0","27","1","1","107.320335","0","188"
"/Game/FPS_Game/Particles/Decal_Bullet_Impact.Decal_Bullet_Impact","0","27","1","1","96.480492","0","254"
"/Game/FPS_Game/Particles/Materials/M_BulletShell.M_BulletShell","0","28","1","1","74.688568","0","195"
"/Game/FPS_Game/Particles/Materials/M_impact_splash_subUV.M_impact_splash_subUV","0","83","1","1","292.259247","0","1618"
"/Game/FPS_Game/Character/TPP/UE4_Mannequin/Materials/M_UE4_Female_Body.M_UE4_Female_Body","0","28","1","1","435.410522","0","231"
"/Game/FPS_Game/Blueprints/Bonus/Water/Materials/PP_M_UnderWater.PP_M_UnderWater","0","6","1","1","35.112900","0","21"
"/Game/FPS_Game/Blueprints/Bonus/Water/Materials/M_Water_01.M_Water_01","0","61","1","1","992.717102","0","875"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","96","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","33","1","0.000000","0","0"
"/Game/FPS_Game/Blueprints/Bonus/Water/Materials/Decal_M_Caustics.Decal_M_Caustics","0","29","3","1","103.965744","0","264"
"/Game/FPS_Game/Particles/Materials/M_WP_Linkgun_Connection.M_WP_Linkgun_Connection","0","27","1","1","54.125820","0","250"
"/Game/FPS_Game/Blueprints/Bonus/AI/Other/SM_Barrel/M_Barrel.M_Barrel","0","14","5","1","34.611332","0","55"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/FPS_Game/Particles/Materials/M_SoftGradient_Muzzle.M_SoftGradient_Muzzle","0","27","4","1","80.731728","0","270"
"/Game/FPS_Game/Particles/Materials/M_raindrop_splash.M_raindrop_splash","0","33","1","1","67.684113","0","206"
"/Game/FPS_Game/Particles/Materials/M_raindrop.M_raindrop","0","33","1","1","66.858994","0","395"
"/Game/FPS_Game/Particles/Materials/M_Particle_Ribbon.M_Particle_Ribbon","0","18","1","1","35.144409","0","101"
"/Game/FPS_Game/Particles/Materials/M_MuzzleGlow.M_MuzzleGlow","0","36","1","1","65.535271","0","342"
"/Game/FPS_Game/Materials/PostProcessBlackOutlineShader/PP_M_OutlineShader.PP_M_OutlineShader","0","6","1","1","11.803543","0","19"
"/Game/FPS_Game/Materials/M_Glass.M_Glass","0","65","2","1","440.072540","0","855"
"/Game/FPS_Game/Materials/M_Deep_Purple.M_Deep_Purple","0","37","5","1","120.354698","0","364"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","36","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","0","0","23","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/FPS_Game/Weapons/FPWeapon/Materials/M_FPGun.M_FPGun","0","56","2","1","145.831421","0","771"
"/Game/FPS_Game/Character/TPP/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","112","2","2","289.511475","0","1487"
"/Game/FPS_Game/Character/FPP/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","56","3","1","141.855270","0","669"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","112","3","2","312.892761","0","1133"
"/Game/FPS_Game/Materials/M_PC_Shadow_Mat.M_PC_Shadow_Mat","0","9","1","1","18.183146","0","53"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","96","3","0.000000","0","0"
"/Game/FPS_Game/Materials/M_BrickWall.M_BrickWall","0","23","1","1","67.272110","0","160"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","23","70","4","67.512436","0","106"
"/Game/FPS_Game/Materials/M_Grid.M_Grid","0","37","3","1","104.776947","0","187"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","28","2","0.000000","0","0"
